"Layer #1"
"{0, H, (1.278139, 1.388712, 0.555676)};
", "{25, H, (3.462603, 1.048959, 0.405218)};
", "{50, O, (7.371941, 0.614865, 0.964311)};
", "{75, O, (9.431187, 1.380054, 0.348919)};
{75, H, (9.599489, 0.464604, 0.618314)};
", "EMPTY", "EMPTY", 
"EMPTY", "{5, O, (1.959712, 3.872413, 0.708313)};
{5, H, (2.317617, 3.223421, 0.084092)};
{25, O, (3.502215, 1.764143, 1.057816)};
{30, H, (4.382827, 3.698292, 0.811619)};
", "{55, O, (6.700117, 3.135314, 0.576461)};
{55, H, (6.172536, 2.407911, 0.939065)};
", "{55, H, (7.553299, 2.725191, 0.369538)};
{75, H, (9.446049, 1.875579, 1.181493)};
{80, O, (10.363492, 4.175440, 0.645547)};
{80, H, (10.420492, 3.392863, 0.076982)};
", "{100, O, (11.739261, 1.883536, 1.108166)};
{100, H, (11.905942, 1.826470, 0.155325)};
{105, O, (12.493115, 3.921354, 0.720616)};
{105, H, (13.274158, 3.454305, 1.053428)};
", "EMPTY", 
"{10, H, (1.160760, 6.406775, 0.403091)};
", "{5, H, (2.506094, 4.659942, 0.566189)};
{35, H, (3.317356, 6.589163, 0.997269)};
", "EMPTY", "{85, O, (8.976114, 7.362584, 1.127512)};
{85, H, (9.559101, 6.612710, 0.935817)};
", "{80, H, (10.576023, 4.911664, 0.052465)};
{105, H, (12.516438, 4.773857, 1.180651)};
{110, O, (11.700246, 6.758610, 1.119462)};
{110, H, (11.784356, 6.667663, 0.158420)};
", "EMPTY", 
"{10, H, (1.215575, 7.730747, 1.161794)};
{15, H, (1.361676, 10.031583, 1.040709)};
", "EMPTY", "EMPTY", "{85, H, (9.498596, 8.137045, 0.870269)};
{90, O, (9.773754, 10.386808, 0.314804)};
{90, H, (8.818510, 10.321559, 0.463837)};
", "{115, O, (12.215923, 10.472589, 0.661267)};
{115, H, (11.717239, 9.665768, 0.859448)};
", "EMPTY", 
"{15, O, (0.846495, 10.845591, 0.936224)};
{20, O, (0.838699, 13.443819, 0.606872)};
{20, H, (1.329895, 13.082873, -0.146381)};
", "{40, O, (3.278983, 11.469241, 0.245565)};
{40, H, (3.325661, 10.596307, 0.663611)};
{40, H, (2.632972, 11.353162, -0.467272)};
", "{65, H, (5.404139, 11.084507, 0.542780)};
", "{90, H, (10.060278, 11.077104, 0.931513)};
{95, O, (9.206705, 13.162902, 0.466062)};
{95, H, (10.063604, 13.016836, 0.037910)};
{95, H, (8.643820, 12.459456, 0.109310)};
", "{115, H, (11.882195, 10.746962, -0.206073)};
{120, H, (12.497767, 12.603824, 0.794239)};
", "EMPTY", 
"{20, H, (1.352338, 14.222213, 0.869979)};
", "{45, O, (3.610031, 13.509770, 0.567841)};
{45, H, (3.271383, 13.890095, -0.256542)};
", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 

"Layer #2"
"{0, O, (1.386594, 1.217266, 1.503190)};
{1, H, (1.391979, 1.071769, 3.812768)};
", "{26, O, (3.336409, 0.000131, 3.387912)};
{26, H, (3.015710, 0.224447, 2.501473)};
{26, H, (4.156231, 0.509123, 3.476007)};
", "{50, H, (6.481073, 0.319521, 1.205286)};
{51, H, (6.534690, 1.063410, 3.500814)};
", "{50, H, (7.854429, 0.613168, 1.804636)};
{76, H, (9.942885, 1.040999, 3.399821)};
", "{76, O, (10.642001, 1.208593, 2.750149)};
{76, H, (10.789191, 0.344757, 2.336550)};
{100, H, (12.493766, 1.423533, 1.505754)};
{101, O, (12.677855, 1.247397, 3.903634)};
{101, H, (12.512509, 0.337850, 3.613254)};
", "EMPTY", 
"{6, O, (1.351672, 3.974053, 3.938128)};
{6, H, (0.893396, 3.178403, 3.628509)};
", "{0, H, (1.566361, 2.091609, 1.880214)};
{25, H, (4.338037, 1.610266, 1.523296)};
{31, O, (3.610407, 3.034713, 2.938354)};
{31, H, (2.946068, 3.617998, 2.541649)};
{31, H, (3.086953, 2.339794, 3.364995)};
", "{30, O, (4.713853, 4.404583, 1.386531)};
{30, H, (5.271668, 3.941168, 2.029205)};
{51, O, (6.027601, 1.570819, 2.849398)};
{51, H, (5.559350, 2.232112, 3.380790)};
{56, H, (7.264718, 3.384790, 2.678999)};
", "{56, O, (8.089792, 2.987872, 2.361735)};
{56, H, (8.265373, 2.275441, 2.994641)};
{81, O, (10.036671, 3.698120, 3.391392)};
{81, H, (10.357715, 3.021419, 4.006166)};
{81, H, (10.195555, 3.313650, 2.516246)};
", "{106, O, (12.242654, 3.927754, 3.132794)};
{106, H, (13.181434, 4.134133, 3.255418)};
{106, H, (12.240763, 2.996597, 2.864685)};
", "EMPTY", 
